product,title,rating,body
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",great,3.0,i again made a mistake....thought Media tek has now doing something with their processors....but again it proved me wrong...Snapdragon processors are much better guys...some good points1.Battery is awesome ...its back is great on standby2.camera is ok ok.Not natural colours its over saturated3.Look is acceptable at this price rangenow the only bad thing is1. its processor ...although it is clocked at 2 ghz but this phone is definitely not for gaming purpose.even clash of clans is not wrking smooth forget pubg.for running pubg you have to on the game turbo and still game lags a bit ..frame drops are very high sometimes.....so guys its upto you ...never trust a media tek processor for gaming...and specially under 15 k phones...........this is my review after 2 weeks.....after the first system update all the above issues have now been resolved....battery optimisation for stand by is now awesome......and biggest of all...pubg runs smooth without game turbo..i am happy now ...peace
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Good phone at lowest price. #mi,5.0,Really good mobile at low price.Fetchers are also so good.#mi best phone everValue of money
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Worst services,1.0,"Your browser does not support HTML5 video.


   Worst service from Amazon i get a faulty product whenever  i open utube and any other service it automatically restart and i try to contact the amazon technician he told me to send pics on WhatsApp then no response  when i try to contact  him again no response either then i call Amazon service they told me thats our technician mentioned in report  that your issue is resolved  like this kind of product and services  is i m getting  after paying 12 k great"
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",बहुत ही सुंदर संचार यंत्र है,5.0,बहुत ही सुंदर संचार यंत्र है इस्तेमाल करने पर लगता है बहुत सुंदर अनुभव होता है फ़ोटो इतनी सुंदर आती हैं गधे की भी फ़ोटो खीचों वो मॉडल लगता है उत्तम अति उत्तम
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Camera Waste,2.0,"For the order point is okBig display with good processing speedHowever, the display quality is poorThey are claiming 48 MP camera but pic quality is like 8 MP and 48 MP don't have any photo enhancement optionsPoor product from Mi"
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Product,1.0,Product is not good very low system
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",An average purchase,4.0,Redmi note9Surely it can be better if it had a Snapdragon processor in it but According to my personal usage mediatek is not so good for long term usageBattery life-Phone's battery life is pretty good and the fast charger makes really difference at this price range a phone is comming with such charger greatCamera-Well According to me personally it's not a camera oriented phone so you could nit depend on this for pro photography well the camera is also not that bad and selfie camera is also goodProcessLook and feel is nice it's juat like note9pro and looks great in handOverall not a long term phone
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",WIFI connection gets dropped frequently else looks good,4.0,Am writing this review after 5 days of usage.Everything seems to be going in favor until i found the issue with WiFi connection. This issue is very strange as it displays connected to wifi but no internet. This is very weird.Looks like this issue is with all redmi phones as my redmi note 4 shows similar strange behavior. Be careful if you use wifi more than mobile data.
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Quite a decent product at this range,5.0,This product can be considered as a good option for starting mid-range smartphone. Some of the issues and plus points observed are mentioned below:Cons -1. Response of fingerprint sensor is quite slow.2. Processor sometimes throw lag while multitasking.3. Phone color is not at all visible if put on the company provided case.Pros -1. Camera quality is really good. One can take very decent pics provided the availability of proper light.2. Battery backup is not bad. Can support more than 24 hours with full charge.3. MIUI 12 upgrade will surely give a good reel to use it.2.
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Value for Money!,5.0,"Fantastic phone.  Value for money! great battery life (I don't see Youtube or do gaming on it, so the battery lasts 3 full days when fully charged).  48 MP camera gives great pictures, crisp, sharp and right colors.  Light weight, sleek.  Phone does not lag.  No heating problems even if  you use talk for long or while charging.Pros - Great design, camera, processor, sleek, easy to hold, fast charging, no lags, no heating problems.Cons - None as of yet."
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display","Poor camera , poor network speed.. wasted money",1.0,Just wastage of money nothing else.. Don't buy this phone by seeing the specifications.. Camera is very cheap .. very poor quality photos .. photos not even worth for 12000 Rs mobile.. Talking about network speed.. i think Redmi itself reduce its network catching power.. i tested this phone with my old LYF mobile.. both having same SIM same network same location.. but LYf gives speed of 4-5mbps and this redmi note 9 still stuck on 1-2 mbps..(tested in same condition) ... and you can't play heavy games like pubg in this.. this is not suitable for pubg... just wastage of money.nothing else... Don't Buy this worst product... Thank you
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display","Made in China, Amazon not not trustable now.",1.0,"Amazon advertising made in India and send Made in China phone.  One time they it by saying we have wrongly send made China phone,  2nd time they said made in phone is not launched yet. But they advertise made in India. Amazon is now not trustable,  even if we go for refund."
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Why should i buy this phone ?,4.0,"First thing is its price under 12000Battery life(5040 maH) is goodProcessor mediaTek helio G85 is betterCamera(back) is best but front camera is not that much goodScreen Quality is good with IPS dot display with 16.58 cm (6.53 inch ) screen having full screen display alsoIt contains 2 nano 4g supported slots with sd card slot in one trayIt also comes with 22.5 watt charger of yype c fast chargingand capable of 9 watt reverse chargingIt weights nearly 200 grams with thickness of 8.95 mm and 161.48 mm heigt and 76.7 mm widthIt comes with Android 10 and MIUI 11 we can update it to MIUI 12It has fingerprint, face,pin,pattern and password unlock securityIn box there is soft case also but it is better to buy another oneIt comes with gorilla glass 5 which is strong but we have to buy tempered glass which gives more protection."
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Poor Quality Phone - NOT RECOMMENDED,2.0,Screen quality and build is pretty ordinary. Samsung M31 provides a much better quality phone at an incremental cost of just 2K with all the features. I think this is the reason they just sell this phone via flash sale so that a user doesn't get time to think.
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Battery & picture quality,5.0,"The processor is a Qualcomm Snapdragon 720G which is surprisingly powerful for this segment. You also get a 5020mAh battery and suppport for 18W fast charging. The Redmi Note 9 Pro is powerful and everyday work will go smoothly. The display is large and crisp, making games and movies look good.👍 But the sound quality is less.I got that issue in my phone.For the price, the 8MP ultra-wide-angle camera also does a decent job. We were quite impressed with the camera performance of the 5MP macro camera results that are super detail-oriented."
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Don't focus on the bad and critical reviews....,5.0,"i loved the phone basically at the price  point of 15000rs.....it has a very good battery backup and everyone in the review is saying bad speed of charging...............no it charged 50% in 20 minutes..........i played for continuous  for 2 hrs nad it didnt heat a bitgames i played--1.cod mobile, modern combat 5,asphalt 9, free fire, standoff 2, assassins' creed identity at high and ultra and i got 70 fps in all games and 55 in asphaltcamera is good but selfie camera has a bit more contrasti bought 6/128gb so i didn't face any problem or lag and I've bought it for gaming so go for itI do not lnow about the4/64gb so if u want to buy for games go for 6/128gb"
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Good budget friendly phone similar to note 8,4.0,Good phone . overall ill say a budget friendly phone . quality wise didn't feel that good . compared to note 8 this one is not good . as if purchased in these colours u will get to see the edges like toys design . back panel is plastic as compared to note 8 which is glass panel. Camera quality better then note 8 . almost same but improved in certain areas in colour contrast.  Overall good budget friendly phone and decent gaming phone . 12k worth it . still redmi note 8 is class .
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display","Great phone, but a tad overpriced.",5.0,"Been using this phone for over a month now, and have shifted from a Redmi. Bought it on sale with exchange, so the total price was under 20k. I am a moderate user - mostly using it for social media, videos, and reading, and use it about 4 hours a day. I don't play games nor do I use particularly battery/RAM heavy apps.Pros:-Sleek and modern appearance. Heavy-ish, but I like that.-BATTERY life. With moderate usage, my phone easily lasts three days, max four without charge.-Amazing, sharp display. Other phones seem quite dull in comparison-Fast, no lags, smooth interface. Easily switches between tasks and apps without slowing down.-Amazing camera (BUT front camera can add a lot of redness to the face, and the back camera can get a bit grainy in low light)-Customisable appearance and skins (not a fan of Samsung's in-built OS look)-Quick face and fingerprint scanner (but the location on the side can be a slight nuisance if you're just trying to hold the phone when not in use. You get used to it.)Cons:-Glasstic back attracts a LOT of scratches and fingerprints, so if you are particular about that (I'm not), you'll need a cover.-Sound and sound quality could be better and louder.Meh:-OS and features. OS is fairly similar to the original Android, and there are not a lot of cool features and little details that I found were there in my Redmi.Overall, I kind of love the phone. The cons aren't really deal-breakers for me, but I do think for the price they could have worked a bit more on the OS and the features. All other specs are great. I'm hoping to use it for a few years at least."
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display","BEST BATTERY, BIG SCREEN. GOOD DISPLAY. CAMERA COULD BE BETTER.",4.0,"Phone is nice. Best part is battery. Lasts upto 2 days on normal usage. 1.5 days on bit aggressive usage and more then a day even after heavy usage.Display is nice ij this price range. Camera Gould have been more better..do camera is okay. But not bad either. User interface is awesome.. Found lot of stuffs n functionalities ny default like screen recorder. Gesture etc.. While I had to use apps to do it.Performance is good.. Been using more than a month.. Its running fine.Find me at youtube ""RIDERSPLANETOFMANAS"""
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Just an another phone. No super quality.,3.0,"I am reviewing it after using it for 6 months* Camera - 48 MP quad. But so so much good. Same in the case of front camera also. So so. (2/5)* RAM - they claimed to have provided 4GB. But even when I open a 600 MB game while merely 1 app running in the background, the phone starts lagging. Very worst RAM. (1/5)* Battery - For the first month it was going great. But now a days, I just play 40-50 mins of games, & use Instagram for 30 mins. Except that I don't use my phone much. And for these usage I am to charge the phone twice a day. (Generally I charge it when ever it reaches below 50% of battery)So, overall, it's just an another phone by Mi.My rating - 2.5/5."
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Another xiaomi phone,3.0,The phone is a good one but not true value for money.Camera is good and same as all xiaomi devices in this segment.Speaker sound output is quite low (not suitable for binge watchers). You can only hear dialogues when set to full output.Does not easily fits into hands.Processor is  good. No lags seen so far.Overall a good xiaomi buy but keep expectations low with respect to speaker volume.
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Excellent phone compared to international standards,5.0,"The Redmi Note9 is indeed a very impressive phone, with the latest Android version and fast processor. I found the features are at par with any top brands such as Samsung. The user interface also is very simply and easy to follow. The battery life is excellent and the highlight is the camera quality, it definitely captures astounding images, I found the camera quality even better than an iphone.Also it has many in built apps direct from the Mi Store and loads of additional features. The screen is big enough to watch videos or gaming.Overall highly recommend this phone."
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Worst product along with worst return policy of amazon,1.0,Faulty mobile phone received.Worst return policy of amazonSeveral times I created a return request but false statement provided by amazon.
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Teriffic perchase,5.0,"Superb in speed display is big,sound quality is excellent, feature of its are very nice,bacttary performance is really good,but camera is average that's why I give four star out of five.But according to reid mi note 9 price compair to other mobile in this price I really prefer redmi note 9 .Good one and I specially thanks to amazon for providing this products on no coast emi through different finance thank you amazon."
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Excellent Performance In Price Range,5.0,Best Phone In the price segment Gives awesome features When compared with other in market Loved the product recommend to Buy#milove#redmilove
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Best phone in this range,4.0,I bought the green one but theyDelivered the white but white is more beautiful than green I am so happy with the product screen is very smooth and battery is also good but if we compare vivo and redmi same camera 48mp vivo is best this is also good but there's a very difference between only the companyOverall phone is excellent and so simple to use and sound quality is 👌🏻
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Just a economical phone not value for money.,3.0,"The phoen is Made in China. Many apps like cleaner, getApps are present. There is no turbocharger as it says 60% charging takes >75min. Back Camera is good but front camera looks like VGA. Battery performance is less than average. Just a economical phone not value for money."
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Hardware Quality is good,4.0,"Redmi note 9 phone review after 1-month use.Pros :Build Quality is good.48 MP Camera quality is good.Sound speaker is crisp with good bass.MIUI 12 update is received.We can rely on it for a long time.better than any realme phone.Cons:MIUI has too many bloatwares.MIUI 12 is showing some frame drops.No Audio Enhancement software is installed like Hi-Fi, Dolby, or DTS.Default Equilizer does work for Bluetooth devices.Macro lens and wide-angle lens qualities are worst, looks like cheap camera used.MIUI is showing too many ads."
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",👎 Made in China,1.0,"Its bix showing ""MADE IN CHINA'Its support 18W charging, so what the point to provide 22.5W charger in the box??"
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Good buy in this budget,4.0,Good looking phone with 5000mah battery... If your main aim is battery and display this is a best choice. Camera is average to decent that you can expect in this price segment. Phone design though looks very premium and nice to hold.UI is easy to use and touch sensitivity is responsive.The phone lasts easily over two to three days for a casual use which is massive. Normal usage lasts more then a day with still half juice remaining.Those who love long battery life will enjoy
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Best mobile phone under 15K,4.0,"I'm giving the review after 50 Days.I like the product and build quality and features.Product review:Design and built quality - 9/10Display - 9/10 (smooth & very impressive)Finger print sensor and face unlock - 10/10 (working perfect)Rear camera - 8/10 (Not bad, its Good as considering the price)Ram management and multitasking - 10/10 (suprb. in this budget)Call quality very goodCons:Gaming - No Mobile heating and lagging issues. when you playing heavy graphics game is running this time are going slowly.Battery - 7/10 (5020mAh battery. Moderate perform) For charging it's take 2.4 hrs per day from 0 to 100. I think MI mentioned just for advertisement.Macro camera - useless featureFront camera - 8.5/10 (Good)MIUI is fine but consuming more ramMany pre-installed application could not able to delete ( Mi app). It's very offensive and disturbance.  4/10BestNormal user you can go (If you are ok to charge twice a day).If you are a game addict this product not at all suitable for you.IR sensor is best in *Redmi*"
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Outstanding deal,5.0,"Overall excellent phone. Can but this phone without hesitation. Excellent and super quick delivery service by Amazon.Positive- MIUI is a excellent functionfrom Mi, It will change your imaginations regarding mobile phone usage, super cool!!!. Excellent battery life. Excellent camera. Outstanding screen quality. Very fast charging. Smooth touch screen. Excellent network connectivity. Nice sound quality.Negative- No head phone providing in boxOverall I am very happy with this deal for Redmi note 9 mobile."
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Superb...,5.0,Febulas performance Redmi Note 9...I love it ..😍BEST PHONE UNDER this range...CAMERA IS AWESOME.FEEL LIKE U USE A 20K PHONE.THE PHONE LOOKS SO COOLsatisfaction of product.Thanks to Amazon 😘
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Think before buy,1.0,"camera is quite ok no stabilizer on front cameraalso battery life is good but yesterday my phone  is hang on main screen then i was go to mi careand ask him why this problem is occure and my mobile is only 10 days old he said that redmi 9 series is fail series and reqiure to reinstall software then i wait for 4 hr to install softwareALSO WHEN CHARGER WAS CONNECTED MOBILE IS START HEATING WHY MI WHYWHEN only 18 WATT CHARGER IS SUPPORT WHY YOU GET THAT 22 WATT CHARGER,IS YOUR SERIES IS FAIL THEN WHY YOU SELLING 9 SERIES PHONEWORST EXPERIENCE EVER"
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Battery back up,5.0,"Great phone within this budget , I purchased this phone under 10000 during festive season.Battery quality is good , my observation that its run all youtube videos when network is even poor whereas other phone do struggle when poor network. You can go for this . it takes less than one hour to get full charge ,battery back up is  more than 5000 mah.no heating problem"
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Highly recommend don't buy this phone lots of issue,1.0,Highly recommend guys plz do not buy this phone it take 5sec to take a 1 shot in camera and 3hours 20min for charging 0 to 100% the service of amazon is very good no complain wid amazon but the issue with this phone am really fed up some time it get hang also and 1 more thing they are delivering made in china product as government rule MI phone are manufacturing in india but don't know why they are delivering made in china product and there is app name cleaner which we can't remove and the phone which is manufactured in india there is no such app ...plz think before buying
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display","Redmi Note 9 Scarlet red, amazing!",5.0,"Hi there,Hope everyone doing well in theses quarantine days. Firstly would like the phone colour. The finger print scanner & face unlock works awesome. Phone features are good at this price range. If you have recently switched from IOS to andriod then it could be a good budget smart phone to start.But this phone I see it is showing manufactured in China. It somewhat made me to think again. I think Redmi are now getting manufactured in India. Any how I am using for casual way but still giving good battery backup and it colud last stand for 2 days easily if you are not a heavy game user. Please make the purchase by looking the manufacturer. It is been more than week and using phone like butter with no issues yet. I would update one more review soonThanks & Happy shopping,Karan"
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Happy to purchase,4.0,Its a very good ....i m happy to buy this phoneEither front camera clearty not much gud...otherwise all are good👍
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",better than it's past series note 8 perfect now,5.0,grand and pro now a days in the budget of 12k it just a best deal#mi_love#milove#note_9
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Cameras are just for show.,3.0,"Fingerprint sensor to me seems pretty good.Battery life is awesome.Overall view its actually a decent phone.But,Camera quality is actually very disappointing like for real ""third class"" 48mp camera captures worst then 16mp cameras compared with other devices and 13mp front camera don't even deserve half a star."
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display","Heating, worst battery backup & not chargingging",2.0,"Worst phone. Waste of money. In writing this review after using the phone for 3 months.If the phone is switched on it is getting heat like something. Also you get a message stating phone is over heated.And battery is not at all get fully charged, only up to 74% it is getting charged not at reaching 100% and that 75% charge will vanish in another 3 hours even if your mobile data and wife is off.Not at all suggestable."
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Product Quality and Software Experience is Worst..!,1.0,"Product Quality is not upto the mark. I ordered this mobile for my friend (WFH) purpose.. When i switch on the phone and installing every apps what he needs and doing casual stuffs (Phone Calls etc.,) suddenly phone getting switch off and on automatically with (error code: find on device closed unexpectedly) unable to use the phone because it's happened everytime when i unlock the phone. So we decided to go to service center (No idea to replace or return) because he need a mobile immediately (WFH) and they do some software updates (reset) then only the smartphone works fine.. but still we don't know the problem was resolved or not."
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Superb phone in 12k,5.0,"This phone is very good, build quality is awesome, solid processor, screen quality fhd which is very nice, everything is very good, overall value for money. Thanks Amazon."
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",My new phone,4.0,"After 3days of use I think redmi note9 is awesome features likeYou get dual app like bhim,Google pay,phonepe app.This app have dual space one is user mode another is guest mode.I review 3 basic feature which is battery,screen,and camera1.battery performance is great .Full charge can run upto. 14-16hrs2.screen is little bit disappoint me Dot display is not good one.3.camera is just like 13mp rear camera and 5mp front facing camera."
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display","Average phone, wrong publicity.... Disappointed.",2.0,"Battery drains fast.Touch sensors are not sensative. Irritating.Heavy in weight.Slow in speed.No notification light.Earlier used redmi note 4, note 7 pro.. but this one is not upto the mark... Average phone as it boasts itself, best in class.Better choices exist in market.Disappointed with its performance."
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Blurred Screen,1.0,It went to blurred screen just after a week without even subjected to splash of water. Booked an appointment with MI service on Thursday.
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Completely satisfied read the review for detailed pros and cons.,4.0,"Your browser does not support HTML5 video.


   Satisfied with this purchase.Pros :1. Sensors are amazing....!!!  I haven't seen these kind of awesome sensor activity in any phone ever. (I've attached face unlock video just see it u will be stunned)2. Value for money is 100%. Flipkart charges nearly 14.5k for this phone set. Very affordable price at amazon. Thanks amazon.3. Fast delivery and wonderful packing.4. OMG charging is lit. Charges to full 1.3 hrs (approx).Cons :1. Life not up-to 5020 mah. Even realme 4300 mah phone gives a better battery life than thisNote : This phone has Hello G85 processor so load on the system also leads to a Low Battery life.2. Even though camera is decent, it doesn't look like 48 megapixel camera. All the other features of camera like slow motion etc. are good.2. Over colour blending eliminates the feeling of reality in pictures.Finally verdict : This is a perfect package for the type of people who only want a phone for daily life usage and without heavy gaming (u can game for 3-4 hrs tho but drains battery life)Thanks amazon for this wonderful package."
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Redmi note 9,5.0,"JUST WRITING AFTER 1 WEEK OF USAGE WITH JIO SIM... Phone is excellent scarlet red..Brightness of the screen is very pleasing to the eyes..6 GB 128 GB is working excellent with over 150 apps installed as of now ...  I am not a gamer , I haven't installed any game APPS ....  Battery is charging very fast... Battery is giving me at least 8 hours of screen time for normal browsing & apps usage..  phone speaker volume is very loud but some times with loud speaker sound tone clarity is not there...  Normal phone speaker during call is clear tone clarity...  Everything else is running smoothly without any hitch...ONE THING ABOUT AMAZON ORDERING... THEY DELIVERED IT ON COD ORDER... MY EARLIER PHONE GOT WATER DAMAGED..  COUDNT PAY BECAUSE OF OTP ISSUES...  ALSO I GOT EMAIL ALERT STATING DELIVERY BOY COULDN'T GET MY HOME IN THE AREA & WAS GOING BACK...  I IMMEDIATELY CALLED FROM MY FATHERS PHONE TO GUIDE HIM TO TAKE DELIVERY AT HOME...  I ORDERED THROUGH OTHER SITES BUT AFTER FEW DAYS ALL CANCELLED MY COD DELIVERY WITH INFORMING ME...ON THIS SERVICE AMAZON IS EXCELLENTfirst time writing this review because of this issue...As of now its working great.."
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",DO NOT BUY THIS MOBILE WORST MOBILE DEVICE EVER EXISTED,5.0,I'm rating 5star because Amazon won't show 1 star reviewsThis phone has serious heating issues even when its in Idle state. Camera quality is very bad don't be attracted for 48 megapixels it's not worth it. The images are grainy and not good quality. In short DON'T BUY THIS PHONE DONT WASTE YOUR MONEY. AS AMAZON WILL NOT RETURN THIS PRODUCT THEY WILL PROVIDE REPLACEMENT WHICH IS BASICALLY USELESS BECAUSE YOU'LL GET ANOTHER UNIT OF SAME DEVICE WHICH WILL HACE THE SAME PROBLEMS.
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Very good but information is important.,4.0,"Some times screen is blinking and a white colour type of horizontal line appears on the bottom or top of the screen while using the device. And heating problem persist while using for some time. This type of problems will not pesists in any other models of xiomi. All others features and functions of this phone is good but for the appearance of one problem makes a model bad which makes customers discouraging and disappointing before buying this model of redmi. So i feel that solve this problem as soon as possible because it is a newly launched model of redmi. So, be smart and be safe."
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Good,4.0,The phone is big...the Color is not white...it's a graded colour of upper white and lower sky blue..doesn't suit for people taking serious jobs...it's funky junky...the case given is transparent if u don't like the colour u can put a coloured case so that no-one can see it's colour...I still haven't figured how to add space between words while messaging and adding contacts
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Best Perfomance,5.0,"best performance ,camera is awsome ,Gaming is good fast charging and very smooth with dot display"
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Good but overpriced,4.0,"It is a good quality phone but , I want to share u some points u should know while purchasing it.1) it is made of plastic , so easily gets scratches.2) it has gorilla glass protection in front glass only.3) processor and display and battery good but it take huge time for charging .4)camera quality is very good but at some times not so good.5) over priced , should be around 10,000rsBecause they had not provide any protection back and the charger given doesn't charge speedly even my old motorola charging is faster.Conclution - u can go for it if ur budget is around 12k"
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",A local bazar product from india.,2.0,My family and friends circle we are using redmi from Note . Camera clarity is unaccepted from redmi. 48 MP Rear camera looks like 13 MP camera. For 12k they can give a better quality. Redmi note 4 is better than this. Redmi will loose the market if they offer this kind of quality less products.
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Charger died after 1 month,3.0,Observation after 1 month- Good camera and display- battery backup is satisfying- average gaming performance- Charger Stopped working
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Decent (Avg),3.0,"I like : good display & decent camera , good battery , speakersDont like : processor is not handling the multiple apps, lags frequently , no notification light, sometimes automatically restarting d phone, charging speed is not upto d mark..Overall if ur a normal user go for it..otherwise dont..."
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Dont fall for the 48mp camera promise,1.0,Clicks photos by default in 12 mp. There is dedicated 48mp mode but the pictures look worse than a decent 8mp camera.Rest is as you would expect from redmi brand below par performance in every aspect.Bought it as required a secondary phone.Though its a cheap fone even 10k seems like waste for a phone like this
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display","Great phone, But the Camera",4.0,"To be honest, I didn't like the camera at all.. the phone does give a good battery life and comes along with a fast charger, The gaming performance is great , but honestly Camera section is disappointing, it does offer 48mp,and bla bla bla, but end of the day it is a samsung sensor coupled with Helio processing, if the camera performance optimization is not done in the coming upgrades, the Camera of this phone would probably the worst hit ever."
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",STRICTLY AVERAGE. BAD CAMERA OUTPUT. GUD PROCESSOR BUT AVERAGE RESULTS.,2.0,Strictly AVERAGE PHONE. Though the specs looks gud on paper BUT in reality phone DOES NOT GIVES U that much of FEEDBACK.PROS-(AFTER 20 DAYS OF USAGE)a. Price Point is ATTRACTIVE.b. GOOD BATTERY along 22W FAST CHARGER.c. LOOKSd. PRESENCE OF ALL SENSORS.e. FHD IPS LCDf. GUD PROCESSOR.CONS-a. VERY POOR CAMERA. The pics doesn't gives u an impression its 48MP.b. IN hand Feeling.c. NO HDR VIDEOS IN YOUTUBE.d. ABSENCE OF MANY MODES IN CAMERA .e. PLASTIC BACK.f. SELFIE Camera is AS DULL AS BACK CAMERA.U CAN HAVE REDMI NOTE 8. THOUGH ITS A YEAR OLD BUT ALL THE CONS R PROS THERE.c. NO HDR VIDEOS IN YOUTUBE.
